riddle_id,main_category,riddle_text,Answer,Difficulty
256,Black Riddles,"If there is a Yellow house on Bluebird Lane, a Green House on Orange Street, a Pink house on Kitten Road, a Black House on Whitehorse Pike, and a Purple house on Firebird hill, where is the White House?","Washington, D.C.",Medium
257,Black Riddles,"You get 2 clues to this riddle. 1. It can be green, black, or even sweet. 2. It sounds like a letter. What is it?",Tea.,Hard
258,Black Riddles,I am not a person or an animal. I was born from the death of something large and hot. I am capable of consuming anything and everything. I am very dark and exist in a place where there is no gravity. What am I?,A black hole.,Hard
259,Black Riddles,"Duels of good and evil, A fighter of good am I, Revealed beside watched words, King of the black night sky. What am I?",The dark.,Hard
260,Black Riddles,"Dark with white markings, smooth like a rock. Where learning occurs, I help convey thought. What am I?",Blackboard/chalkboard.,Easy
261,Black Riddles,"With three eyes and a black as night, I frequently knock down ten men with a single strike! What am I?",A Bowling ball.,Medium
262,Black Riddles,"Tear off one and scratch its head, what was red is now black instead. What is It?",A Matchstick!,Hard
263,Black Riddles,"Dead on the field lie ten soldiers in white, felled by three eyes, black as night. What happened?",A strike was thrown in 10-pin bowling.,Easy
264,Black Riddles,"The king of the jungle, rare as gold, black as night, in light not there and night not seen. Goes in water, goes on trees, goes in caves, goes on the ground. Claws of knives, teeth of swords, the roar of death but silent as a mouse. What is it?",A,Medium
265,Black Riddles,What 3 common songs have the same melody?,Baa Baa Black Sheep twinkle twinkle little star and the Alphabet song! wow kid songs,Medium
266,Black Riddles,What do you call a tavern of blackbirds?,A crowbar.,Easy
267,Black Riddles,I'm blue at day and black at night; I do contain some creatures born and died. What am I?,Sea water.,Medium
268,Black Riddles,I always point in the right direction. My instructions are written in black and white. Disobey me and pay the consequences. I will never say more than two words at a time. What am I?,A "One Way" sign!,Hard
269,Black Riddles,I'm as plain to see as black & white. I prefer to roam about at night. Just don't attack or startle me. Or odiferous emissions may result you see. I'm an omnivore yes it's true. But what's my name tell me do?,I am a skunk!,Hard
270,Black Riddles,"Sometimes I am black, sometimes I am white sometimes you can see me at night. I have friends that are with me that are much smaller. Some of you have walked on me but not all. What am I?",The Moon.,Easy
271,Black Riddles,"Blacker than black, colder than cold, some things out here are worth more than gold. What is it?",Space.,Medium
272,Black Riddles,"I come in many colors, but folks prefer me in black or blue, also be careful not to misspell my name with the letter ""i"". What am I?",I am a PEN!,Hard
273,Black Riddles,"I am missing from every emotion, the alpha of the black and white herd. I am the end of the written notion, and yet I am the least used in a word. What am I?",The letter Z. No emotion contains the letter z zebras are a herd of black and white and their alpha(first) letter is z The end of the written notion(the alphabet) is the letter z The letter z is statistically the least used letter.,Medium
274,Black Riddles,I am black of the eye and bright of hair. I fast into the ground and follow my lord as he races around the world. What am I?,I'm a Sunflower.,Hard
275,Black Riddles,What,He makes the firefly.,Hard
276,Black Riddles,"A girl was holding something in her hand. With her other hand, she picked up a regular black pen and wrote on the object in her hand. When she let go of the object, the writing shrunk and became more solid. What was the object?",An untied balloon,Easy
277,Black Riddles,What kind of music does a blacksmith like?,Heavy metal!,Medium
278,Black Riddles,How many black beans will make five white ones?,Five when peeled.,Hard
279,Black Riddles,What insect does a blacksmith manufacture?,He makes the firefly.,Easy
280,Black Riddles,"Black within, red without, with four corners, roundabout. What is it?",A chimney.,Medium
281,Black Riddles,What's black and white and red all over?,A zebra with a sunburn.,Easy
282,Black Riddles,"Don't burn me I'll be crusty and black, but butter me and I'll be greasy and wack. What am I?",Bread,Easy
283,Black Riddles,"What goes in the water red, and comes out black?",Iron.,Easy
284,Black Riddles,"Slam slam slam all day long slam slam slam some fast, some slow something solid. flat and sturdy its friend lights up the night and is sensitive to the eye slam slam slam A through Z 1,2,3 black as night. What am I?",A Computer keyboard.,Easy
285,Black Riddles,"I am sometimes green, I am sometimes yellow and green. When I'm green, I have many white babies inside me; and when yellow and green, I have many black babies inside of me, and is sweet. What am I?",Pawpaw.,Easy
286,Black Riddles,"I'm sometimes white, Although sometimes I'm black. I take you there But never bring you back. What am I?",I'm a Hearse.,Hard
287,Black Riddles,What do you get when you cross Beyonce with a black hole?,A single-lady-ty (singularity/single lady),Medium
288,Black Riddles,What game has a black dragon?,Skool of dragons.,Easy
289,Black Riddles,"You have 14 brown socks, 14 blue socks, and 14 black socks in your sock drawer. How many socks must you remove (without looking to be sure) to have a matched pair?",Four. You will have a pair of one color or another.,Medium
290,Black Riddles,"I am a tick, and I am usually black or white, You will find me in many clothing, People think I am cool. What am I?",The Nike Symbol.,Easy
291,Black Riddles,"Out of 100 ladies attending the gala,85 had a white handbag;75 had black shoes;60 carried an umbrella;90 wore a ring; How many ladies must have had all four items?",10 Divide by 3. All the ladies had three items. The remainder shows the number of ladies who had 4. 85756090______310 / 3 = 100 + 10 remainder,Easy
292,Black Riddles,Why do black sheep eat less than white sheep?,Because there are fewer black,Medium
293,Black Riddles,The land was white the seed was black It'll take a good scholar to riddle me that. What am I?,An eye or an eyeball,Easy
294,Black Riddles,"Black I am and much admired, men seek me until they're tired. When they find me, they break my head and take from me my resting bed. What am I?",Coal,Easy
295,Boat Riddles,Where do you take a sick boat?,To the dock!,Easy
296,Boat Riddles,"You can feel me but, I can't feel you. I can uproot trees and tear roofs off their houses. Yet, I can make a Baby sleep and be gentle. I can howl and whisper. I can spread and stop fires. I can toss boats and help them glide too. What am I?",I am the wind.,Hard
297,Boat Riddles,"A man is on one side of a river, his dog on the other. The man calls his dog, who immediately crossed the river without getting wet and without using a bridge or a boat. How did the dog do it?",The river was frozen.,Medium
298,Boat Riddles,You walk onto a bridge you see a boat full of people but there is not a single person on it. How is that possible?,There all married.,Easy
299,Boat Riddles,"Pete and Repeat were on a boat. Pete fell out, who was left on the boat?","Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Pete and Repeat were on a boat. Pete fell out, who was left on the boat? Repeat! Ex",Easy
300,Boat Riddles,"Two men had to go to the other side of the river, there is one boat, but only one person fits on it. Luckily they both got to the other side of the river. How?",They were on opposite sides of the river.,Hard
301,Boat Riddles,What is a vampire's favorite boat to travel on?,A blood vessel.,Easy
302,Boat Riddles,"What house has a post on top, A roof at the bottom, While the rain comes from below?",A boat.,Easy
303,Boat Riddles,What type of boat has authority?,Ownership!,Medium
304,Boat Riddles,"I dance in the wind and I bow to a storm. I grow best in temperatures that are warm. By the riverbeds, I like to grow, where the people in boats like to row. What am I?",A river reed. Didn't guess it did you?,Hard
305,Boat Riddles,"I'm done to boats, to cargo, to loads; When indoors I'm, in a way, a narrow road. What am I?",Haul?/ Hall,Hard
306,Boat Riddles,Two people are standing on the bank of a river looking forward to crossing to the other side. There is one boat with a capacity for one person. The two people managed to cross the river safely. How did they do it?,The two were on opposite sides of the river.,Easy
307,Boat Riddles,When is a boat like a knife?,When it is a cutter.,Hard
308,Boat Riddles,"A pro fisherman decided to become a pro golfer. In order to buy his clubs, he had to sell his boat. How did he list it?",Fore Sail!,Medium
309,Boat Riddles,Why is a ferry boat like a good rule?,Because it works both ways.,Hard
310,Boat Riddles,"Four men were in a boat on the lake. The boat turns over, and all four men sink to the bottom of the lake, yet not a single man got wet! Why?",Because they were all married and not single.,Medium
311,Boat Riddles,"Peter celebrated his birthday on one day, and two days later his older twin brother, Paul, celebrated his birthday. How could this be?","When the mother of the twins went into labor, she was traveling by boat. The older twin, Paul, was born first, barely on March 1st. The boat then crossed a time zone, and the younger twin was born on February the 28th. In a leap year, the younger twin celebrates his birthday two days before his older brother.",Easy
312,Boat Riddles,A girl went over to the U.S. on the 4th of July and partied for 3 days and came back on the 4th of July. How did she do that?,She went over on the date of the 4th of July and came home on the boat called the 4th of July.,Easy
313,Brother Riddles,Mr. and Mrs. Mustard have six daughters and each daughter has one brother. How many people are in the Mustard family?,"There are nine Mustards in the family. Since each daughter shares the same brother, there are six girls, one boy, and Mr. and Mrs. Mustard.",Easy
314,Brother Riddles,"I have a heart that never beats, I have a home but I never sleep. I can take a man's house and build another, And I love to play games with my many brothers. I am a king among fools. Who am I?",The King of Hearts in a deck of cards.,Easy
315,Brother Riddles,"There is a brother and a sister. The boy wants to visit his father in jail, and the sister wants to visit her mother in the hospital. But they both are not allowed in jail or hospital. All they have is a gun. What do they do?","The boy shoots the girl, and then the boy goes to jail for attempted murder and the girl goes to the hospital due to her injuries.",Hard
316,Brother Riddles,A mother has 6 girls and each of them has a brother. How many children are there?,7. Each girl has the same brother.,Hard
317,Brother Riddles,"A beggar's brother died, but the man who died had no brother. How could that be?",The beggar was his sister!,Medium
318,Brother Riddles,"The 22nd and 24th presidents of the United States of America had the same parents, but were not brothers. How can this be possible?","They were the same man. Grover Cleveland served two terms as president of the United States, but the terms were not consecutive.",Hard
319,Brother Riddles,"You give someone a dollar. You are this person's brother, but the person is not your brother. How can that be?",It's your sister!,Hard
320,Brother Riddles,"Peter is 4 and his little brother is 2, half his age. How older will Peter's little brother be when he is 100?",98 because there's only a 2-year difference.,Medium
